id,event,day,instance,enrollmentgroup,completed,date,time,time_participant,time_interval,positive_score,negative_score,positive_SD,negative_SD,pos_q1,neg_q2,pos_q3,neg_q4,pos_q5,neg_q6,neg_q7,neg_q8,pos_q9,pos_q10,neg_q11,pos_q12,neg_q13,pos_q14,neg_q15,pos_q16,pos_q17,neg_q18,pos_q19,neg_q20
12018,3,7,5,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,3,8,6,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,3,8,7,1,1,9/3/2021,12:54:06 PM,10:54:06 AM,10:54:06,32,21,32,21,4,4,4,2,4,1,2,1,4,4,3,1,1,4,2,4,2,2,1,2
12018,3,8,8,1,0,,,,,,,32,21,,,,,,,,,,,,,,,,,,,,
12018,3,8,9,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,3,8,10,1,1,9/3/2021,9:58:50 PM,7:58:50 PM,19:58:50,31,12,31,12,4,2,4,1,4,1,1,1,4,4,1,1,1,4,1,4,1,1,1,1
12018,3,9,11,1,0,,,,,,,31,12,,,,,,,,,,,,,,,,,,,,
12018,3,9,12,1,1,9/4/2021,1:20:04 PM,11:20:04 AM,11:20:04,31,18,31,18,4,2,4,2,4,1,2,1,4,4,2,1,1,4,2,4,1,2,1,2
12018,3,9,13,1,0,,,,,,,31,18,,,,,,,,,,,,,,,,,,,,
12018,3,9,14,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12018,3,9,15,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12019,1,1,1,0,1,7/18/2021,11:26:09 AM,11:26:09 AM,11:26:09,28,16,28,16,3,2,3,1,2,1,1,1,4,3,3,2,1,3,1,3,3,2,2,1
12019,1,1,2,0,0,,,,,,,28,16,,,,,,,,,,,,,,,,,,,,
12019,1,1,3,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12019,1,1,4,0,1,7/18/2021,7:31:18 PM,7:31:18 PM,19:31:18,31,15,31,15,4,2,3,1,2,1,1,1,3,4,2,3,1,3,1,3,4,2,2,1
12019,1,1,5,0,1,7/18/2021,8:35:34 PM,8:35:34 PM,1:04:16,27,25,4,10,3,4,2,3,2,1,2,2,3,3,3,3,1,2,2,3,3,3,3,1
12019,1,2,6,0,1,7/19/2021,8:26:46 AM,8:26:46 AM,,17,25,10,0,1,3,1,2,1,1,3,2,1,1,4,4,1,1,3,3,3,4,1,1
12019,1,2,7,0,1,7/19/2021,11:55:20 AM,11:55:20 AM,3:28:34,29,23,12,2,5,3,1,1,1,1,1,2,4,4,4,2,1,4,3,3,3,4,2,1
12019,1,2,8,0,1,7/19/2021,2:05:25 PM,2:05:25 PM,2:10:05,30,23,1,0,3,4,2,2,2,1,1,2,3,2,3,3,1,4,2,5,3,3,3,1
12019,1,2,9,0,1,7/19/2021,4:13:17 PM,4:13:17 PM,2:07:52,23,21,7,2,3,3,3,3,1,1,1,2,3,3,3,1,1,2,2,3,3,3,1,1
12019,1,2,10,0,1,7/19/2021,9:07:59 PM,9:07:59 PM,4:54:42,21,21,2,0,2,3,2,3,1,1,1,2,2,2,3,1,1,2,1,4,3,3,2,1
12019,1,3,11,0,1,7/20/2021,7:26:43 AM,7:26:43 AM,,10,35,11,14,1,5,1,5,1,5,3,2,1,1,2,1,5,1,1,1,1,3,1,3
12019,1,3,12,0,1,7/20/2021,12:14:28 PM,12:14:28 PM,4:47:45,25,29,15,6,3,3,2,3,1,4,2,2,3,3,3,2,1,2,2,3,3,4,3,2
12019,1,3,13,0,1,7/20/2021,2:23:28 PM,2:23:28 PM,2:09:00,13,24,12,5,1,3,1,3,1,1,1,3,1,1,3,1,1,1,2,3,2,4,1,2
12019,1,3,14,0,0,,,,,,,13,24,,,,,,,,,,,,,,,,,,,,
12019,1,3,15,0,1,7/20/2021,9:54:14 PM,9:54:14 PM,21:54:14,30,23,30,23,3,3,3,1,2,2,2,2,3,4,2,2,1,4,3,3,3,3,3,1
12019,2,4,1,0,1,8/29/2021,12:07:56 PM,12:07:56 PM,,18,18,12,5,1,3,2,2,2,1,1,1,2,2,3,1,1,2,1,2,2,2,2,1
12019,2,4,2,0,1,8/29/2021,12:06:57 PM,12:06:57 PM,,18,17,0,1,2,4,2,1,1,1,1,2,3,3,3,1,1,1,1,3,1,1,1,1
12019,2,4,3,0,1,8/29/2021,1:39:27 PM,1:39:27 PM,1:32:30,18,17,0,0,2,3,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1
12019,2,4,4,0,1,8/29/2021,6:28:02 PM,6:28:02 PM,4:48:35,19,14,1,3,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1
12019,2,4,5,0,1,8/29/2021,7:08:50 PM,7:08:50 PM,0:40:48,20,17,1,3,2,3,2,1,1,1,1,1,2,2,3,2,1,2,1,3,2,2,2,1
12019,2,5,6,0,1,8/30/2021,10:15:24 AM,10:15:24 AM,,24,19,4,2,3,3,2,1,2,2,1,1,2,2,3,3,1,2,2,3,3,2,2,1
12019,2,5,7,0,1,8/30/2021,10:43:03 AM,10:43:03 AM,0:27:39,20,17,4,2,2,3,2,2,1,1,1,1,2,2,3,3,1,1,1,3,3,2,1,1
12019,2,5,8,0,1,8/30/2021,2:00:59 PM,2:00:59 PM,3:17:56,21,18,1,1,2,3,1,1,2,2,1,1,1,3,3,3,1,1,1,3,3,2,2,1
12019,2,5,9,0,1,8/30/2021,5:15:41 PM,5:15:41 PM,3:14:42,25,19,4,1,3,3,2,1,3,1,1,1,2,3,3,3,1,2,2,3,2,3,2,1
12019,2,5,10,0,1,8/30/2021,8:12:26 PM,8:12:26 PM,2:56:45,21,19,4,0,3,3,1,2,2,1,1,1,2,2,4,3,1,1,1,2,3,2,2,1
12019,2,6,11,0,1,8/31/2021,8:54:13 AM,8:54:13 AM,,32,24,11,5,4,4,4,2,4,1,2,2,3,3,3,3,1,2,2,3,3,3,3,1
12019,2,6,12,0,1,8/31/2021,11:52:31 AM,11:52:31 AM,2:58:18,26,21,6,3,3,3,3,3,3,1,1,1,2,3,4,3,1,1,1,3,3,3,2,1
12019,2,6,13,0,1,8/31/2021,1:40:01 PM,1:40:01 PM,1:47:30,34,24,8,3,4,4,4,2,2,1,1,2,4,3,3,4,1,4,3,3,3,3,3,1
12019,2,6,14,0,1,8/31/2021,5:16:35 PM,5:16:35 PM,3:36:34,30,19,4,5,4,2,3,1,3,1,1,1,3,3,3,3,1,3,2,3,3,4,2,1
12019,2,6,15,0,1,8/31/2021,8:41:35 PM,8:41:35 PM,3:25:00,15,22,15,3,2,4,1,3,1,1,1,1,1,1,4,3,1,1,2,2,2,3,1,1
12019,3,7,1,0,0,,,,,,,15,22,,,,,,,,,,,,,,,,,,,,
12019,3,7,2,0,1,9/19/2021,1:43:08 PM,1:43:08 PM,13:43:08,20,27,20,27,1,3,1,3,1,1,1,2,2,3,4,4,3,1,3,2,2,3,3,1
12019,3,7,3,0,1,9/19/2021,2:49:04 PM,2:49:04 PM,1:05:56,16,26,4,1,2,3,2,4,1,2,1,2,1,3,4,1,1,1,3,1,2,3,2,1
12019,3,7,4,0,1,9/19/2021,4:40:21 PM,4:40:21 PM,1:51:17,22,25,6,1,3,4,1,2,2,2,1,2,3,4,4,3,1,1,3,3,1,4,1,1
12019,3,7,5,0,1,9/19/2021,9:03:37 PM,9:03:37 PM,4:23:16,15,16,7,9,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1
12019,3,8,6,0,0,,,,,,,15,16,,,,,,,,,,,,,,,,,,,,
12019,3,8,7,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12019,3,8,8,0,1,9/20/2021,1:21:46 PM,1:21:46 PM,13:21:46,19,15,19,15,1,1,2,2,2,1,1,2,2,3,2,2,1,1,1,2,2,1,2,1
12019,3,8,9,0,1,9/20/2021,4:45:35 PM,4:45:35 PM,3:23:49,13,12,6,3,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1
12019,3,8,10,0,1,9/20/2021,7:44:19 PM,7:44:19 PM,2:58:44,17,14,4,2,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,2,2,2,1
12019,3,9,11,0,0,,,,,,,17,14,,,,,,,,,,,,,,,,,,,,
12019,3,9,12,0,1,9/21/2021,12:38:57 PM,12:38:57 PM,12:38:57,26,13,26,13,3,1,1,1,2,1,1,1,2,3,1,3,1,3,1,3,3,1,3,1
12019,3,9,13,0,1,9/21/2021,1:56:49 PM,1:56:49 PM,1:17:52,30,14,4,1,3,1,3,1,3,1,1,1,3,3,2,3,1,3,1,3,3,1,3,1
12019,3,9,14,0,1,9/21/2021,5:53:48 PM,5:53:48 PM,3:56:59,20,16,10,2,3,2,1,2,2,1,1,1,3,2,2,1,1,1,1,2,2,1,3,1
12019,3,9,15,0,1,9/21/2021,8:38:28 PM,8:38:28 PM,2:44:40,17,13,3,3,3,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1
12020,1,1,1,1,1,7/11/2021,12:00:11 PM,12:00:11 PM,,29,22,12,9,3,2,2,1,3,1,1,1,2,3,4,3,1,2,4,4,4,3,3,1
12020,1,1,2,1,1,7/11/2021,5:33:32 PM,5:33:32 PM,5:33:21,29,28,0,6,3,4,3,3,2,1,1,3,2,1,5,4,1,3,4,4,4,2,3,1
12020,1,1,3,1,1,7/11/2021,1:52:28 PM,1:52:28 PM,,30,22,1,6,3,4,3,2,2,1,1,1,3,2,3,4,2,2,1,4,4,3,3,1
12020,1,1,4,1,1,7/11/2021,5:56:39 PM,5:56:39 PM,4:04:11,28,20,2,2,3,3,2,2,2,1,1,2,3,1,2,4,1,2,2,4,4,2,3,1
12020,1,1,5,1,0,,,,,,,28,20,,,,,,,,,,,,,,,,,,,,
12020,1,2,6,1,1,7/12/2021,9:47:01 AM,9:47:01 AM,9:47:01,22,19,22,19,2,4,2,1,3,2,1,1,2,2,3,2,1,1,1,3,3,2,2,1
12020,1,2,7,1,0,,,,,,,22,19,,,,,,,,,,,,,,,,,,,,
12020,1,2,8,1,1,7/12/2021,4:04:49 PM,4:04:49 PM,16:04:49,21,19,21,19,2,3,2,3,2,3,1,1,2,2,2,3,1,2,1,2,2,1,2,1
12020,1,2,9,1,0,,,,,,,21,19,,,,,,,,,,,,,,,,,,,,
12020,1,2,10,1,1,7/12/2021,8:13:08 PM,8:13:08 PM,20:13:08,22,28,22,28,3,4,2,4,2,4,1,2,2,2,3,2,2,2,3,3,2,2,2,1
12020,1,3,11,1,1,7/13/2021,8:57:54 AM,8:57:54 AM,,22,21,0,7,3,3,2,4,2,1,1,1,2,3,3,2,1,2,3,2,2,1,2,1
12020,1,3,12,1,0,,,,,,,22,21,,,,,,,,,,,,,,,,,,,,
12020,1,3,13,1,1,7/13/2021,2:03:10 PM,2:03:10 PM,14:03:10,21,19,21,19,3,3,3,3,2,1,1,1,1,1,3,2,1,1,1,2,3,1,3,1
12020,1,3,14,1,1,7/13/2021,4:41:49 PM,4:41:49 PM,2:38:39,22,18,1,1,3,1,2,3,1,1,1,1,2,1,2,3,1,2,3,2,3,1,3,1
12020,1,3,15,1,1,7/13/2021,9:43:00 PM,9:43:00 PM,5:01:11,19,13,3,5,3,2,2,2,1,1,1,1,2,3,1,2,1,2,1,1,2,1,1,1
12020,2,4,1,1,1,8/22/2021,8:33:18 AM,8:33:18 AM,,21,19,2,6,4,2,3,3,2,3,1,2,2,2,3,2,1,2,1,1,2,1,1,1
12020,2,4,2,1,1,8/22/2021,10:49:03 AM,10:49:03 AM,2:15:45,23,28,2,9,2,4,2,4,3,3,1,2,2,2,4,2,3,2,1,2,2,1,4,1
12020,2,4,3,1,1,8/22/2021,2:25:51 PM,2:25:51 PM,3:36:48,30,20,7,8,4,1,3,2,2,2,1,1,3,3,2,1,2,3,2,4,2,1,5,1
12020,2,4,4,1,1,8/22/2021,4:44:02 PM,4:44:02 PM,2:18:11,22,21,8,1,3,4,3,3,2,2,1,1,2,1,4,2,1,1,1,4,2,1,2,1
12020,2,4,5,1,1,8/22/2021,8:30:46 PM,8:30:46 PM,3:46:44,21,26,1,5,4,3,1,3,2,3,1,2,1,2,3,2,3,1,1,2,1,1,5,1
12020,2,5,6,1,1,8/23/2021,8:48:48 AM,8:48:48 AM,,13,17,8,9,1,3,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1
12020,2,5,7,1,1,8/23/2021,11:17:39 AM,11:17:39 AM,2:28:51,18,17,5,0,3,3,2,3,2,1,1,1,3,1,2,1,2,1,1,1,3,1,1,1
12020,2,5,8,1,1,8/23/2021,1:41:14 PM,1:41:14 PM,2:23:35,19,15,1,2,4,2,2,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,3,1
12020,2,5,9,1,1,8/23/2021,4:37:47 PM,4:37:47 PM,2:56:33,13,15,6,0,4,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1
12020,2,5,10,1,1,8/23/2021,8:19:53 PM,8:19:53 PM,3:42:06,16,19,3,4,2,3,1,1,1,2,1,1,1,1,3,2,1,1,3,3,2,1,2,1
12020,2,6,11,1,1,8/24/2021,9:03:40 AM,9:03:40 AM,,14,15,2,4,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1
12020,2,6,12,1,1,8/24/2021,10:08:16 AM,10:08:16 AM,1:04:36,15,16,1,1,2,2,2,3,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1
12020,2,6,13,1,1,8/24/2021,1:54:23 PM,1:54:23 PM,3:46:07,25,14,10,2,3,2,4,1,1,1,1,1,4,1,1,1,1,4,1,1,3,1,3,1
12020,2,6,14,1,1,8/24/2021,5:55:24 PM,5:55:24 PM,4:01:01,21,19,4,5,4,2,2,1,2,4,1,1,2,2,4,2,1,2,2,2,2,1,1,1
12020,2,6,15,1,1,8/24/2021,7:48:25 PM,7:48:25 PM,1:53:01,20,20,1,1,3,3,2,1,1,3,1,1,3,1,3,2,1,1,2,2,2,1,3,1
12020,3,7,1,1,1,9/19/2021,9:00:56 AM,9:00:56 AM,,30,29,10,9,3,4,3,4,1,3,1,1,2,5,4,3,1,3,4,3,2,1,5,1
12020,3,7,2,1,1,9/19/2021,10:50:08 AM,10:50:08 AM,1:49:12,29,26,1,3,3,3,2,4,2,3,1,2,4,4,3,2,1,4,3,2,2,1,4,1
12020,3,7,3,1,1,9/19/2021,2:27:40 PM,2:27:40 PM,3:37:32,28,25,1,1,4,3,2,3,2,4,1,2,2,4,3,3,1,3,2,3,2,2,3,1
12020,3,7,4,1,1,9/19/2021,6:12:12 PM,6:12:12 PM,3:44:32,28,20,0,5,4,3,3,2,1,2,1,1,3,3,2,3,2,3,2,2,3,1,3,1
12020,3,7,5,1,1,9/19/2021,8:34:08 PM,8:34:08 PM,2:21:56,28,23,0,3,4,3,2,2,1,3,1,2,3,4,3,2,1,3,3,3,3,1,3,1
12020,3,8,6,1,1,9/20/2021,9:15:47 AM,9:15:47 AM,,21,25,7,2,3,3,1,4,2,3,1,2,2,3,4,2,2,2,2,2,2,1,2,1
12020,3,8,7,1,1,9/20/2021,11:08:54 AM,11:08:54 AM,1:53:07,19,21,2,4,2,4,1,3,2,2,1,2,1,4,3,2,1,2,1,1,2,1,2,1
12020,3,8,8,1,1,9/20/2021,1:38:28 PM,1:38:28 PM,2:29:34,27,16,8,5,4,1,2,1,1,1,1,2,3,4,2,2,1,4,2,2,2,1,3,1
12020,3,8,9,1,1,9/20/2021,6:20:36 PM,6:20:36 PM,4:42:08,27,18,0,2,4,3,2,1,1,2,1,1,4,2,2,2,2,4,1,2,3,1,3,1
12020,3,8,10,1,1,9/20/2021,7:29:09 PM,7:29:09 PM,1:08:33,23,14,4,4,4,2,2,1,1,1,1,1,4,3,1,1,2,2,1,2,2,1,2,1
12020,3,9,11,1,1,9/21/2021,8:14:45 AM,8:14:45 AM,,28,16,5,2,3,3,2,1,2,1,1,1,3,3,1,4,1,2,1,3,2,1,4,1
12020,3,9,12,1,1,9/21/2021,11:33:14 AM,11:33:14 AM,3:18:29,26,21,2,5,3,1,2,1,1,4,1,2,3,4,2,2,3,3,2,2,3,1,3,1
12020,3,9,13,1,1,9/21/2021,2:52:03 PM,2:52:03 PM,3:18:49,32,16,6,5,5,3,3,1,2,2,1,1,3,4,1,3,1,4,1,2,3,1,3,1
12020,3,9,14,1,1,9/21/2021,4:23:09 PM,4:23:09 PM,1:31:06,23,15,9,1,3,3,2,1,2,1,1,1,2,4,2,2,1,3,1,1,2,1,2,1
12020,3,9,15,1,1,9/21/2021,9:17:50 PM,9:17:50 PM,4:54:41,17,12,6,3,4,2,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1
12021,1,1,1,0,1,7/15/2021,8:35:38 AM,8:35:38 AM,,17,15,0,3,3,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1,1,2
12021,1,1,2,0,1,7/15/2021,10:32:51 AM,10:32:51 AM,1:57:13,18,12,1,3,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1
12021,1,1,3,0,0,,,,,,,18,12,,,,,,,,,,,,,,,,,,,,
12021,1,1,4,0,1,7/15/2021,5:46:17 PM,5:46:17 PM,17:46:17,14,13,14,13,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1
12021,1,1,5,0,1,7/15/2021,9:25:34 PM,9:25:34 PM,3:39:17,15,12,1,1,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12021,1,2,6,0,1,7/16/2021,8:46:48 AM,8:46:48 AM,,16,11,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1
12021,1,2,7,0,1,7/16/2021,12:40:29 PM,12:40:29 PM,3:53:41,21,11,5,0,4,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,4,1,1,1
12021,1,2,8,0,1,7/16/2021,2:48:15 PM,2:48:15 PM,2:07:46,18,11,3,0,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1
12021,1,2,9,0,1,7/16/2021,5:56:48 PM,5:56:48 PM,3:08:33,15,12,3,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
12021,1,2,10,0,1,7/16/2021,7:51:14 PM,7:51:14 PM,1:54:26,14,11,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1
12021,1,3,11,0,1,7/17/2021,7:53:10 AM,7:53:10 AM,,14,12,0,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
12021,1,3,12,0,1,7/17/2021,11:21:14 AM,11:21:14 AM,3:28:04,13,11,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12021,1,3,13,0,1,7/17/2021,3:46:09 PM,3:46:09 PM,4:24:55,17,11,4,0,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1
12021,1,3,14,0,1,7/17/2021,5:49:24 PM,5:49:24 PM,2:03:15,16,20,1,9,3,3,1,1,1,1,2,1,1,1,1,3,1,1,4,1,3,3,1,2
12021,1,3,15,0,1,7/17/2021,7:39:02 PM,7:39:02 PM,1:49:38,13,20,3,0,2,3,1,3,1,1,1,1,1,1,1,2,1,1,4,1,2,3,1,1
12021,2,4,1,0,1,8/26/2021,8:13:54 AM,8:13:54 AM,,15,13,2,7,3,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1
12021,2,4,2,0,1,8/26/2021,11:19:24 AM,11:19:24 AM,3:05:30,16,12,1,1,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1
12021,2,4,3,0,1,8/26/2021,3:00:51 PM,3:00:51 PM,3:41:27,15,13,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1
12021,2,4,4,0,1,8/26/2021,5:09:51 PM,5:09:51 PM,2:09:00,13,11,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12021,2,4,5,0,1,8/26/2021,8:20:32 PM,8:20:32 PM,3:10:41,14,12,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1
12021,2,5,6,0,1,8/27/2021,7:44:47 AM,7:44:47 AM,,13,11,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12021,2,5,7,0,1,8/27/2021,11:55:50 AM,11:55:50 AM,4:11:03,15,11,2,0,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1
12021,2,5,8,0,1,8/27/2021,1:15:38 PM,1:15:38 PM,1:19:48,15,11,0,0,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1
12021,2,5,9,0,1,8/27/2021,5:00:56 PM,5:00:56 PM,3:45:18,12,14,3,3,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
12021,2,5,10,0,1,8/27/2021,7:23:25 PM,7:23:25 PM,2:22:29,13,11,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12021,2,6,11,0,1,8/28/2021,7:56:08 AM,7:56:08 AM,,12,11,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
12021,2,6,12,0,1,8/28/2021,11:17:11 AM,11:17:11 AM,3:21:03,13,12,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1
12021,2,6,13,0,1,8/28/2021,2:31:11 PM,2:31:11 PM,3:14:00,11,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12021,2,6,14,0,1,8/28/2021,5:04:57 PM,5:04:57 PM,2:33:46,14,11,3,0,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1
12021,2,6,15,0,1,8/28/2021,7:19:43 PM,7:19:43 PM,2:14:46,13,12,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
12021,3,7,1,0,1,9/23/2021,9:31:19 AM,9:31:19 AM,,16,15,3,3,2,2,2,1,1,1,2,1,1,1,1,3,1,1,3,1,3,1,1,1
12021,3,7,2,0,1,9/23/2021,12:26:22 PM,12:26:22 PM,2:55:03,14,15,2,0,2,2,2,1,1,1,2,1,1,1,1,2,1,1,3,1,2,1,1,1
12021,3,7,3,0,0,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,
12021,3,7,4,0,1,9/23/2021,5:21:55 PM,5:21:55 PM,17:21:55,16,15,16,15,3,2,3,1,1,1,2,1,1,1,1,2,1,1,3,1,2,1,1,1
12021,3,7,5,0,1,9/23/2021,7:30:27 PM,7:30:27 PM,2:08:32,15,16,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,3,1,2,1,2,1
12021,3,8,6,0,1,9/24/2021,7:55:11 AM,7:55:11 AM,,12,12,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
12021,3,8,7,0,1,9/24/2021,11:05:54 AM,11:05:54 AM,3:10:43,15,13,3,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
12021,3,8,8,0,1,9/24/2021,1:58:13 PM,1:58:13 PM,2:52:19,17,13,2,0,3,1,2,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1,1,1
12021,3,8,9,0,1,9/24/2021,6:57:00 PM,6:57:00 PM,4:58:47,13,13,4,0,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
12021,3,8,10,0,1,9/24/2021,8:33:08 PM,8:33:08 PM,1:36:08,12,11,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
12021,3,9,11,0,1,9/25/2021,8:07:44 AM,8:07:44 AM,,12,12,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
12021,3,9,12,0,1,9/25/2021,11:24:55 AM,11:24:55 AM,3:17:11,11,11,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12021,3,9,13,0,1,9/25/2021,1:41:41 PM,1:41:41 PM,2:16:46,12,11,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
12021,3,9,14,0,1,9/25/2021,5:55:28 PM,5:55:28 PM,4:13:47,14,11,2,0,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
12021,3,9,15,0,1,9/25/2021,7:35:11 PM,7:35:11 PM,1:39:43,12,11,2,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
12022,1,1,1,0,0,,,,,,,12,11,,,,,,,,,,,,,,,,,,,,
12022,1,1,2,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,1,3,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,1,4,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,1,5,0,1,7/22/2021,8:18:58 PM,9:18:58 PM,21:18:58,14,19,14,19,1,2,1,3,1,1,2,1,1,1,2,3,1,1,2,1,2,1,2,2
12022,1,2,6,0,1,7/23/2021,7:51:13 AM,8:51:13 AM,,16,21,2,2,2,4,1,2,2,1,2,1,1,1,2,2,1,1,3,2,2,1,2,2
12022,1,2,7,0,0,,,,,,,16,21,,,,,,,,,,,,,,,,,,,,
12022,1,2,8,0,1,7/23/2021,1:43:45 PM,2:43:45 PM,14:43:45,15,18,15,18,2,3,1,1,1,1,2,1,1,1,2,2,1,1,2,1,3,1,2,2
12022,1,2,9,0,1,7/23/2021,4:19:55 PM,5:19:55 PM,2:36:10,16,17,1,1,2,3,1,1,1,1,2,1,1,1,1,3,1,1,2,1,3,1,2,2
12022,1,2,10,0,0,,,,,,,16,17,,,,,,,,,,,,,,,,,,,,
12022,1,3,11,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,3,12,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,3,13,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,3,14,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,1,3,15,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
12022,2,4,1,0,1,8/26/2021,8:34:29 AM,9:34:29 AM,9:34:29,26,29,26,29,2,5,1,4,3,1,3,1,2,2,2,4,1,2,4,3,4,2,3,3
12022,2,4,2,0,1,8/26/2021,11:11:46 AM,12:11:46 PM,2:37:17,22,27,4,2,2,4,1,3,2,1,3,1,2,2,3,3,1,2,4,2,4,2,2,3
12022,2,4,3,0,1,8/26/2021,1:45:54 PM,2:45:54 PM,2:34:08,23,26,1,1,2,4,2,3,2,1,3,1,2,2,2,3,1,2,3,2,3,2,3,3
12022,2,4,4,0,1,8/26/2021,4:08:55 PM,5:08:55 PM,2:23:01,21,22,2,4,2,3,1,2,2,1,2,1,2,2,2,3,1,2,3,2,3,2,2,3
12022,2,4,5,0,1,8/26/2021,8:01:10 PM,9:01:10 PM,3:52:15,22,22,1,0,2,3,2,2,2,1,2,1,2,2,2,3,1,2,3,2,3,2,2,3
12022,2,5,6,0,1,8/27/2021,6:27:53 AM,7:27:53 AM,,29,24,7,2,3,3,2,3,2,1,2,1,3,2,2,3,1,4,3,3,4,2,3,3
12022,2,5,7,0,1,8/27/2021,10:56:37 AM,11:56:37 AM,4:28:44,29,21,0,3,3,2,3,2,2,1,2,1,3,2,2,4,1,3,3,3,3,2,3,2
